i;j;z_m;y_m;n_tubi;T_gas_C;p_gas_bar;v_gas_ms;Re_gas;h_conv_Wm2K;h_rad_Wm2K;eps_gas;x_in;x_out;alpha;G_cross_kgm2s;v_cross_ms;h_boil_Wm2K;U_o_Wm2K;q_lin_Wm;q_int_kWm2;q_est_kWm2;T_met_int_C;T_met_mid_C;T_met_est_C;T_met_media_spessore_C;T_parete_bollente_C;dT_superheat_K;dT_deposito_K;dT_met_sat_K;q_CHF_loc_kWm2;DNBR;ferrula
69;10;5.474;0.6417;66.6;482.02;34.6769;14.027;129554;833.2;11.27;0.1648;0.08065;0.08787;0.3349;224.75;0.589;19925.7;435.8;8279.3;82.36;69.17;343.31;340.09;337.14;340.05;326.76;3.471;10.38;13.85;287;4.14;0
69;11;5.474;0.7843;38.2;481.62;34.6769;14.020;129610;832.6;11.27;0.1649;0.08787;0.09199;0.3802;391.11;1.055;17452.5;434.2;8229.6;81.86;68.76;343.68;340.48;337.54;340.43;327.23;3.940;10.31;14.25;285;4.15;0
70;0;5.715;-0.7843;38.2;472.96;34.6754;13.857;130857;825.0;11.06;0.1655;0.00000;0.00414;0.0138;366.34;0.566;17990.6;432.1;7740.8;77.00;64.67;342.36;339.35;336.59;339.30;326.89;3.595;9.70;13.30;313;4.84;0
70;1;5.715;-0.6417;66.6;472.61;34.6754;13.851;130906;825.2;11.04;0.1656;0.00414;0.01136;0.0437;210.52;0.341;22737.4;434.3;7762.9;77.22;64.86;341.66;338.64;335.87;338.60;326.14;2.852;9.73;12.58;311;4.79;0
70;2;5.715;-0.4991;82.0;472.27;34.6754;13.844;130956;825.1;11.02;0.1656;0.01136;0.02026;0.0800;170.86;0.295;25164.3;435.1;7758.9;77.18;64.82;341.37;338.36;335.59;338.31;325.87;2.576;9.72;12.30;308;4.75;0
70;3;5.715;-0.3565;91.9;472.05;34.6754;13.840;130988;825.0;11.01;0.1656;0.02026;0.03022;0.1174;152.52;0.282;26638.8;435.5;7754.3;77.13;64.78;341.22;338.20;335.44;338.16;325.72;2.432;9.72;12.15;305;4.70;0
70;4;5.715;-0.2139;76.9;472.44;34.6754;13.847;130932;825.1;11.03;0.1656;0.03022;0.03857;0.1618;182.14;0.359;24046.1;434.8;7761.6;77.21;64.84;341.50;338.48;335.71;338.44;325.99;2.697;9.73;12.42;302;4.66;0
70;5;5.715;-0.0713;68.4;472.70;34.6754;13.852;130894;825.2;11.04;0.1655;0.03857;0.04600;0.1977;204.77;0.424;22105.0;434.1;7763.3;77.22;64.86;341.74;338.72;335.95;338.68;326.22;2.934;9.73;12.66;300;4.62;0
70;6;5.715;0.0713;68.4;472.76;34.6754;13.853;130885;825.2;11.04;0.1655;0.04600;0.05343;0.2245;204.77;0.444;21604.2;433.9;7763.0;77.22;64.86;341.81;338.79;336.02;338.75;326.29;3.002;9.73;12.73;297;4.58;0
70;7;5.715;0.2139;76.9;472.68;34.6754;13.852;130897;825.2;11.04;0.1655;0.05343;0.06178;0.2440;182.14;0.414;22290.6;434.2;7763.5;77.22;64.86;341.72;338.70;335.93;338.66;326.20;2.910;9.73;12.64;295;4.54;0
70;8;5.715;0.3565;91.9;472.50;34.6754;13.849;130923;825.1;11.03;0.1656;0.06178;0.07175;0.2597;152.52;0.365;23618.7;434.6;7762.6;77.22;64.85;341.55;338.53;335.76;338.49;326.04;2.746;9.73;12.47;292;4.50;0
70;9;5.715;0.4991;82.0;472.72;34.6754;13.853;130891;825.2;11.04;0.1655;0.07175;0.08065;0.2943;170.86;0.430;21922.8;434.0;7763.2;77.22;64.86;341.76;338.75;335.98;338.70;326.25;2.958;9.73;12.69;289;4.45;0
70;10;5.715;0.6417;66.6;472.91;34.6754;13.856;130863;825.1;11.05;0.1655;0.08065;0.08787;0.3305;210.52;0.552;19808.0;433.1;7756.4;77.15;64.80;342.06;339.05;336.28;339.01;326.56;3.271;9.72;12.99;287;4.42;0
70;11;5.715;0.7843;38.2;472.57;34.6755;13.850;130913;824.6;11.05;0.1656;0.08787;0.09199;0.3772;366.34;0.988;17208.6;431.5;7710.2;76.69;64.42;342.44;339.45;336.70;339.40;327.03;3.743;9.66;13.41;285;4.43;0
71;0;5.965;-0.7843;38.2;464.08;34.6739;13.690;132165;817.2;10.85;0.1662;0.00000;0.00414;0.0137;342.41;0.529;17876.7;429.5;7237.5;71.99;60.47;341.14;338.32;335.74;338.28;326.67;3.382;9.07;12.45;313;5.17;0
71;1;5.965;-0.6417;66.6;463.71;34.6739;13.683;132219;817.3;10.83;0.1662;0.00414;0.01137;0.0428;196.76;0.319;22604.0;431.7;7255.7;72.17;60.62;340.47;337.65;335.07;337.61;325.97;2.682;9.09;11.77;311;5.12;0
71;2;5.965;-0.4991;82.0;463.37;34.6739;13.677;132270;817.2;10.81;0.1663;0.01137;0.02026;0.0782;159.70;0.276;24964.1;432.4;7250.8;72.12;60.58;340.21;337.39;334.80;337.35;325.72;2.427;9.09;11.51;308;5.08;0
71;3;5.965;-0.3565;91.9;463.16;34.6739;13.673;132302;817.1;10.81;0.1663;0.02026;0.03022;0.1147;142.55;0.264;26384.0;432.8;7245.8;72.08;60.54;340.06;337.25;334.67;337.21;325.59;2.294;9.08;11.37;305;5.03;0
71;4;5.965;-0.2139;76.9;463.53;34.6739;13.680;132246;817.3;10.82;0.1662;0.03022;0.03857;0.1587;170.24;0.335;23879.9;432.1;7253.8;72.15;60.60;340.32;337.50;334.92;337.46;325.83;2.538;9.09;11.63;302;4.98;0
71;5;5.965;-0.0713;68.4;463.79;34.6739;13.685;132207;817.3;10.83;0.1662;0.03857;0.04600;0.1943;191.39;0.397;21980.6;431.5;7256.3;72.18;60.62;340.55;337.73;335.14;337.69;326.05;2.758;9.09;11.85;300;4.94;0
71;6;5.965;0.0713;68.4;463.86;34.6739;13.686;132198;817.4;10.83;0.1662;0.04600;0.05342;0.2208;191.39;0.415;21485.2;431.3;7256.3;72.18;60.62;340.61;337.79;335.21;337.75;326.11;2.822;9.09;11.92;297;4.90;0
71;7;5.965;0.2139;76.9;463.77;34.6739;13.684;132210;817.3;10.83;0.1662;0.05342;0.06177;0.2397;170.24;0.387;22159.7;431.5;7256.4;72.18;60.62;340.53;337.71;335.12;337.67;326.03;2.736;9.09;11.83;295;4.86;0
71;8;5.965;0.3565;91.9;463.60;34.6739;13.681;132236;817.3;10.82;0.1662;0.06177;0.07175;0.2547;142.55;0.341;23459.5;432.0;7254.9;72.17;60.61;340.37;337.55;334.97;337.51;325.87;2.584;9.09;11.68;292;4.81;0
71;9;5.965;0.4991;82.0;463.82;34.6739;13.685;132203;817.3;10.83;0.1662;0.07175;0.08065;0.2893;159.70;0.402;21793.4;431.4;7256.3;72.18;60.62;340.57;337.75;335.17;337.71;326.07;2.782;9.09;11.88;289;4.76;0
71;10;5.965;0.6417;66.6;464.01;34.6739;13.689;132174;817.3;10.84;0.1662;0.08065;0.08787;0.3259;196.76;0.516;19684.0;430.5;7250.9;72.13;60.58;340.86;338.04;335.46;338.00;326.37;3.078;9.09;12.16;287;4.73;0
71;11;5.965;0.7843;38.2;463.73;34.6739;13.684;132217;816.8;10.84;0.1662;0.08787;0.09199;0.3739;342.41;0.923;16969.9;428.8;7208.2;71.70;60.22;341.24;338.44;335.87;338.40;326.84;3.549;9.03;12.58;285;4.74;0
72;0;6.226;-0.7843;38.2;455.42;34.6724;13.527;133471;809.6;10.65;0.1669;0.00000;0.00414;0.0135;319.32;0.493;17759.4;426.9;6752.0;67.16;56.41;339.96;337.33;334.93;337.30;326.47;3.176;8.46;11.64;313;5.55;0
72;1;6.226;-0.6417;66.6;455.03;34.6724;13.520;133531;809.7;10.63;0.1669;0.00414;0.01137;0.0419;183.50;0.297;22447.2;429.1;6766.4;67.31;56.53;339.33;336.70;334.29;336.66;325.81;2.518;8.48;11.00;311;5.49;0
72;2;6.226;-0.4991;82.0;454.70;34.6724;13.514;133581;809.6;10.61;0.1669;0.01137;0.02026;0.0763;148.93;0.257;24731.1;429.8;6760.7;67.25;56.48;339.08;336.45;334.05;336.42;325.57;2.284;8.47;10.76;308;5.45;0
72;3;6.226;-0.3565;91.9;454.49;34.6724;13.510;133613;809.5;10.61;0.1669;0.02026;0.03022;0.1119;132.94;0.246;26091.4;430.2;6755.5;67.20;56.44;338.95;336.33;333.92;336.29;325.45;2.163;8.47;10.63;305;5.40;0
72;4;6.226;-0.2139;76.9;454.86;34.6724;13.517;133557;809.6;10.62;0.1669;0.03022;0.03856;0.1553;158.76;0.313;23685.4;429.5;6764.0;67.28;56.51;339.19;336.56;334.15;336.53;325.68;2.386;8.48;10.86;302;5.34;0
72;5;6.226;-0.0713;68.4;455.12;34.6724;13.522;133518;809.7;10.63;0.1669;0.03856;0.04599;0.1906;178.49;0.370;21836.1;428.9;6767.3;67.32;56.54;339.40;336.77;334.36;336.73;325.88;2.589;8.48;11.07;300;5.30;0
72;6;6.226;0.0713;68.4;455.18;34.6724;13.523;133508;809.7;10.63;0.1669;0.04599;0.05342;0.2168;178.49;0.387;21348.4;428.7;6767.5;67.32;56.54;339.46;336.83;334.42;336.79;325.94;2.648;8.48;11.13;297;5.26;0
72;7;6.226;0.2139;76.9;455.10;34.6724;13.521;133521;809.7;10.63;0.1669;0.05342;0.06177;0.2351;158.76;0.361;22008.5;428.9;6767.2;67.32;56.54;339.38;336.75;334.34;336.71;325.86;2.569;8.48;11.05;295;5.21;0
72;8;6.226;0.3565;91.9;454.92;34.6724;13.518;133548;809.7;10.62;0.1669;0.06177;0.07174;0.2494;132.94;0.318;23274.7;429.4;6765.2;67.30;56.52;339.24;336.61;334.20;336.57;325.72;2.428;8.48;10.91;292;5.16;0
72;9;6.226;0.4991;82.0;455.14;34.6724;13.522;133514;809.7;10.63;0.1669;0.07174;0.08065;0.2839;148.93;0.375;21645.9;428.8;6767.3;67.32;56.54;339.42;336.79;334.38;336.76;325.90;2.612;8.48;11.09;289;5.11;0
72;10;6.226;0.6417;66.6;455.34;34.6724;13.526;133483;809.7;10.64;0.1669;0.08065;0.08787;0.3209;183.50;0.481;19551.7;427.9;6763.4;67.28;56.51;339.69;337.07;334.66;337.03;326.18;2.890;8.48;11.37;287;5.07;0
72;11;6.226;0.7843;38.2;455.11;34.6724;13.521;133519;809.3;10.64;0.1669;0.08787;0.09199;0.3703;319.32;0.861;16736.2;426.2;6724.2;66.89;56.18;340.08;337.47;335.07;337.43;326.65;3.357;8.43;11.78;285;5.08;0
73;0;6.498;-0.7843;38.2;447.00;34.6708;13.369;134773;802.2;10.45;0.1675;0.00000;0.00414;0.0132;297.10;0.459;17637.2;424.4;6284.7;62.51;52.51;338.82;336.38;334.14;336.35;326.27;2.977;7.88;10.85;313;5.96;0
73;1;6.498;-0.6417;66.6;446.60;34.6708;13.361;134837;802.3;10.43;0.1675;0.00414;0.01137;0.0409;170.73;0.277;22263.8;426.6;6295.5;62.62;52.60;338.23;335.78;333.54;335.75;325.65;2.362;7.89;10.25;311;5.90;0
73;2;6.498;-0.4991;82.0;446.27;34.6708;13.355;134887;802.1;10.42;0.1676;0.01137;0.02026;0.0743;138.57;0.239;24462.0;427.2;6289.2;62.56;52.54;338.00;335.56;333.32;335.53;325.44;2.148;7.88;10.03;308;5.86;0
73;3;6.498;-0.3565;91.9;446.07;34.6708;13.351;134919;802.1;10.41;0.1676;0.02026;0.03021;0.1089;123.69;0.229;25757.8;427.6;6283.8;62.51;52.50;337.88;335.44;333.20;335.41;325.33;2.038;7.87;9.91;305;5.80;0
73;4;6.498;-0.2139;76.9;446.43;34.6708;13.358;134863;802.2;10.43;0.1676;0.03021;0.03856;0.1517;147.71;0.291;23459.0;427.0;6292.7;62.59;52.57;338.10;335.66;333.42;335.62;325.53;2.241;7.89;10.13;302;5.74;0
73;5;6.498;-0.0713;68.4;446.68;34.6708;13.363;134823;802.3;10.44;0.1675;0.03856;0.04599;0.1867;166.07;0.344;21668.3;426.3;6296.7;62.63;52.61;338.30;335.85;333.61;335.82;325.72;2.428;7.89;10.32;300;5.70;0
73;6;6.498;0.0713;68.4;446.74;34.6708;13.364;134814;802.3;10.44;0.1675;0.04599;0.05342;0.2125;166.07;0.360;21191.0;426.2;6297.1;62.64;52.61;338.35;335.91;333.66;335.87;325.77;2.483;7.89;10.37;297;5.65;0
73;7;6.498;0.2139;76.9;446.66;34.6708;13.362;134827;802.3;10.43;0.1675;0.05342;0.06177;0.2303;147.71;0.336;21834.0;426.4;6296.5;62.63;52.60;338.28;335.83;333.59;335.80;325.70;2.409;7.89;10.30;295;5.60;0
73;8;6.498;0.3565;91.9;446.49;34.6708;13.359;134854;802.2;10.43;0.1676;0.06177;0.07174;0.2438;123.69;0.296;23061.2;426.8;6294.0;62.61;52.58;338.14;335.70;333.46;335.67;325.57;2.280;7.89;10.17;292;5.55;0
73;9;6.498;0.4991;82.0;446.70;34.6708;13.363;134820;802.3;10.44;0.1675;0.07174;0.08064;0.2782;138.57;0.349;21477.5;426.3;6296.7;62.63;52.61;338.32;335.87;333.63;335.84;325.74;2.449;7.89;10.34;289;5.49;0
73;10;6.498;0.6417;66.6;446.91;34.6708;13.367;134788;802.3;10.45;0.1675;0.08064;0.08787;0.3155;170.73;0.448;19408.9;425.4;6294.1;62.61;52.58;338.57;336.13;333.89;336.09;326.00;2.709;7.89;10.60;287;5.45;0
73;11;6.498;0.7843;38.2;446.72;34.6708;13.364;134817;801.9;10.45;0.1675;0.08787;0.09199;0.3664;297.10;0.801;16507.1;423.6;6258.4;62.25;52.29;338.96;336.53;334.30;336.50;326.46;3.168;7.84;11.01;285;5.46;0
74;0;6.780;-0.7843;38.2;438.84;34.6691;13.215;136066;795.1;10.27;0.1681;0.00000;0.00415;0.0130;275.77;0.426;17507.9;422.0;5835.8;58.05;48.76;337.73;335.47;333.39;335.43;326.08;2.785;7.31;10.10;313;6.42;0
74;1;6.780;-0.6417;66.6;438.41;34.6691;13.207;136134;795.1;10.25;0.1682;0.00415;0.01137;0.0399;158.47;0.257;22050.4;424.1;5843.4;58.13;48.82;337.18;334.91;332.83;334.88;325.50;2.214;7.32;9.54;311;6.36;0
74;2;6.780;-0.4991;82.0;438.10;34.6691;13.201;136184;795.0;10.24;0.1682;0.01137;0.02026;0.0723;128.62;0.222;24153.7;424.7;5836.4;58.06;48.76;336.97;334.70;332.62;334.67;325.31;2.019;7.31;9.33;308;6.31;0
74;3;6.780;-0.3565;91.9;437.90;34.6691;13.197;136216;794.9;10.23;0.1682;0.02026;0.03021;0.1057;114.81;0.212;25380.5;425.1;5830.9;58.00;48.72;336.86;334.59;332.52;334.56;325.21;1.919;7.31;9.23;305;6.25;0
74;4;6.780;-0.2139;76.9;438.25;34.6691;13.204;136160;795.0;10.24;0.1682;0.03021;0.03856;0.1480;137.11;0.270;23197.9;424.4;5840.1;58.09;48.79;337.06;334.79;332.71;334.76;325.39;2.103;7.32;9.42;302;6.19;0
74;5;6.780;-0.0713;68.4;438.50;34.6691;13.209;136120;795.1;10.25;0.1682;0.03856;0.04599;0.1826;154.14;0.319;21473.9;423.9;5844.7;58.14;48.83;337.24;334.97;332.89;334.94;325.56;2.274;7.32;9.60;300;6.14;0
74;6;6.780;0.0713;68.4;438.56;34.6691;13.210;136111;795.1;10.25;0.1682;0.04599;0.05342;0.2079;154.14;0.334;21009.7;423.7;5845.3;58.14;48.84;337.29;335.02;332.94;334.99;325.62;2.324;7.33;9.65;297;6.09;0
74;7;6.780;0.2139;76.9;438.48;34.6691;13.208;136124;795.1;10.25;0.1682;0.05342;0.06177;0.2251;137.11;0.312;21632.7;423.9;5844.4;58.14;48.83;337.22;334.95;332.87;334.92;325.55;2.257;7.32;9.58;295;6.04;0
74;8;6.780;0.3565;91.9;438.31;34.6691;13.205;136151;795.1;10.24;0.1682;0.06177;0.07174;0.2378;114.81;0.275;22815.7;424.3;5841.5;58.11;48.80;337.10;334.83;332.75;334.80;325.43;2.139;7.32;9.46;292;5.97;0
74;9;6.780;0.4991;82.0;438.52;34.6691;13.209;136117;795.1;10.25;0.1682;0.07174;0.08064;0.2721;128.62;0.324;21284.7;423.8;5844.8;58.14;48.83;337.26;334.99;332.91;334.96;325.59;2.294;7.32;9.62;289;5.91;0
74;10;6.780;0.6417;66.6;438.73;34.6691;13.213;136083;795.2;10.26;0.1681;0.08064;0.08786;0.3097;158.47;0.415;19252.8;422.9;5843.4;58.13;48.82;337.50;335.23;333.15;335.20;325.83;2.536;7.32;9.86;287;5.87;0
74;11;6.780;0.7843;38.2;438.59;34.6692;13.210;136106;794.8;10.27;0.1682;0.08786;0.09199;0.3622;275.77;0.743;16281.8;421.1;5811.3;57.81;48.55;337.88;335.62;333.56;335.59;326.27;2.982;7.28;10.26;285;5.87;0
75;0;7.075;-0.7843;38.2;430.93;34.6674;13.066;137347;788.2;10.09;0.1687;0.00000;0.00415;0.0128;255.33;0.395;17369.1;419.6;5405.6;53.77;45.16;336.69;334.59;332.67;334.56;325.89;2.600;6.77;9.37;313;6.93;0
75;1;7.075;-0.6417;66.6;430.50;34.6674;13.058;137418;788.1;10.07;0.1688;0.00415;0.01137;0.0388;146.72;0.238;21803.7;421.6;5410.2;53.82;45.20;336.17;334.07;332.14;334.04;325.36;2.073;6.78;8.85;311;6.87;0
75;2;7.075;-0.4991;82.0;430.19;34.6675;13.052;137468;788.0;10.06;0.1688;0.01137;0.02026;0.0701;119.08;0.205;23803.2;422.2;5402.8;53.74;45.14;335.98;333.88;331.96;333.85;325.19;1.896;6.77;8.67;308;6.82;0
75;3;7.075;-0.3565;91.9;430.00;34.6675;13.049;137499;787.9;10.05;0.1688;0.02026;0.03021;0.1024;106.30;0.197;24956.6;422.6;5397.2;53.69;45.09;335.88;333.78;331.86;333.75;325.10;1.807;6.76;8.57;305;6.76;0
75;4;7.075;-0.2139;76.9;430.34;34.6674;13.055;137444;788.1;10.06;0.1688;0.03021;0.03855;0.1440;126.94;0.250;22898.5;422.0;5406.7;53.78;45.17;336.06;333.96;332.04;333.93;325.26;1.973;6.78;8.75;302;6.69;0
75;5;7.075;-0.0713;68.4;430.58;34.6674;13.059;137404;788.2;10.07;0.1688;0.03855;0.04598;0.1782;142.72;0.296;21249.7;421.4;5411.7;53.83;45.21;336.23;334.13;332.20;334.10;325.42;2.128;6.78;8.91;300;6.63;0
75;6;7.075;0.0713;68.4;430.64;34.6674;13.061;137395;788.2;10.08;0.1688;0.04598;0.05341;0.2031;142.72;0.310;20801.0;421.2;5412.4;53.84;45.22;336.28;334.17;332.25;334.14;325.46;2.174;6.78;8.96;297;6.58;0
75;7;7.075;0.2139;76.9;430.56;34.6674;13.059;137408;788.2;10.07;0.1688;0.05341;0.06176;0.2196;126.94;0.288;21401.4;421.5;5411.4;53.83;45.21;336.21;334.11;332.18;334.08;325.40;2.112;6.78;8.89;295;6.52;0
75;8;7.075;0.3565;91.9;430.39;34.6674;13.056;137435;788.1;10.07;0.1688;0.06176;0.07173;0.2314;106.30;0.254;22534.7;421.9;5408.1;53.80;45.18;336.10;334.00;332.07;333.97;325.30;2.005;6.78;8.78;292;6.45;0
75;9;7.075;0.4991;82.0;430.60;34.6674;13.060;137401;788.2;10.07;0.1688;0.07173;0.08064;0.2656;119.08;0.300;21064.5;421.3;5411.9;53.83;45.21;336.25;334.14;332.22;334.12;325.44;2.146;6.78;8.93;289;6.39;0
75;10;7.075;0.6417;66.6;430.81;34.6674;13.064;137366;788.2;10.08;0.1688;0.08064;0.08786;0.3035;146.72;0.385;19080.7;420.5;5411.5;53.83;45.21;336.47;334.37;332.44;334.34;325.66;2.369;6.78;9.15;287;6.34;0
75;11;7.075;0.7843;38.2;430.72;34.6675;13.062;137382;787.9;10.09;0.1688;0.08786;0.09199;0.3576;255.33;0.688;16059.4;418.6;5382.9;53.54;44.97;336.84;334.75;332.84;334.72;326.09;2.800;6.75;9.55;285;6.34;0
76;0;7.381;-0.7843;38.2;423.30;34.6657;12.922;138612;781.5;9.92;0.1693;0.00000;0.00415;0.0125;235.79;0.364;17218.1;417.2;4994.2;49.68;41.72;335.69;333.75;331.97;333.72;325.71;2.423;6.26;8.68;313;7.50;0
76;1;7.381;-0.6417;66.6;422.86;34.6657;12.914;138686;781.4;9.90;0.1694;0.00415;0.01137;0.0376;135.50;0.219;21520.2;419.2;4996.1;49.70;41.74;335.21;333.27;331.49;333.24;325.23;1.940;6.26;8.20;311;7.44;0
76;2;7.381;-0.4991;82.0;422.56;34.6657;12.908;138735;781.3;9.89;0.1694;0.01137;0.02026;0.0678;109.97;0.190;23407.8;419.8;4988.5;49.62;41.68;335.03;333.10;331.32;333.07;325.07;1.780;6.25;8.03;308;7.38;0
76;3;7.381;-0.3565;91.9;422.38;34.6657;12.905;138766;781.2;9.89;0.1694;0.02026;0.03021;0.0990;98.17;0.181;24484.1;420.1;4982.9;49.57;41.63;334.94;333.01;331.24;332.98;324.99;1.700;6.24;7.94;305;7.32;0
76;4;7.381;-0.2139;76.9;422.70;34.6657;12.911;138712;781.4;9.90;0.1694;0.03021;0.03855;0.1398;117.23;0.231;22557.7;419.6;4992.4;49.66;41.71;335.11;333.17;331.40;333.15;325.14;1.849;6.26;8.11;302;7.24;0
76;5;7.381;-0.0713;68.4;422.94;34.6657;12.915;138672;781.5;9.90;0.1694;0.03855;0.04598;0.1735;131.80;0.273;20992.0;419.0;4997.8;49.71;41.75;335.26;333.32;331.54;333.29;325.28;1.989;6.26;8.25;300;7.18;0
76;6;7.381;0.0713;68.4;423.00;34.6657;12.916;138663;781.5;9.91;0.1694;0.04598;0.05341;0.1979;131.80;0.286;20561.7;418.9;4998.7;49.72;41.76;335.30;333.36;331.59;333.34;325.32;2.031;6.26;8.30;297;7.12;0
76;7;7.381;0.2139;76.9;422.92;34.6657;12.915;138676;781.5;9.90;0.1694;0.05341;0.06176;0.2137;117.23;0.266;21136.5;419.1;4997.4;49.71;41.75;335.25;333.31;331.53;333.28;325.27;1.975;6.26;8.24;295;7.06;0
76;8;7.381;0.3565;91.9;422.76;34.6657;12.912;138703;781.4;9.90;0.1694;0.06176;0.07173;0.2247;98.17;0.235;22215.1;419.5;4993.9;49.68;41.72;335.14;333.20;331.43;333.18;325.17;1.878;6.26;8.14;292;6.99;0
76;9;7.381;0.4991;82.0;422.96;34.6657;12.916;138669;781.5;9.90;0.1694;0.07173;0.08063;0.2587;109.97;0.277;20813.1;419.0;4998.0;49.72;41.76;335.28;333.34;331.56;333.31;325.30;2.006;6.26;8.27;289;6.92;0
76;10;7.381;0.6417;66.6;423.17;34.6657;12.920;138633;781.5;9.91;0.1693;0.08063;0.08786;0.2968;135.50;0.355;18889.4;418.1;4998.8;49.72;41.76;335.48;333.54;331.77;333.52;325.50;2.211;6.26;8.48;287;6.86;0
76;11;7.381;0.7843;38.2;423.12;34.6657;12.919;138642;781.3;9.92;0.1693;0.08786;0.09199;0.3526;235.79;0.636;15838.7;416.3;4973.6;49.47;41.55;335.85;333.92;332.15;333.89;325.91;2.623;6.23;8.86;285;6.86;0
77;0;7.701;-0.7843;38.2;415.95;34.6639;12.784;139857;775.1;9.76;0.1699;0.00000;0.00415;0.0122;217.17;0.336;17051.9;414.9;4602.0;45.78;38.45;334.74;332.95;331.31;332.92;325.55;2.255;5.77;8.02;313;8.14;0
77;1;7.701;-0.6417;66.6;415.51;34.6639;12.775;139933;775.0;9.74;0.1699;0.00415;0.01138;0.0364;124.80;0.202;21196.8;416.9;4601.4;45.77;38.44;334.29;332.51;330.87;332.48;325.10;1.814;5.77;7.58;311;8.08;0
77;2;7.701;-0.4991;82.0;415.22;34.6639;12.770;139982;774.8;9.73;0.1699;0.01138;0.02026;0.0654;101.29;0.175;22964.7;417.5;4593.5;45.69;38.38;334.13;332.35;330.72;332.33;324.96;1.671;5.76;7.43;308;8.02;0
77;3;7.701;-0.3565;91.9;415.05;34.6639;12.766;140012;774.7;9.73;0.1700;0.02026;0.03020;0.0954;90.41;0.167;23961.1;417.7;4587.9;45.64;38.33;334.05;332.27;330.64;332.25;324.89;1.600;5.75;7.35;305;7.95;0
77;4;7.701;-0.2139;76.9;415.35;34.6639;12.772;139959;774.9;9.74;0.1699;0.03020;0.03854;0.1353;107.97;0.213;22172.6;417.2;4597.5;45.73;38.41;334.20;332.42;330.78;332.39;325.02;1.732;5.76;7.49;302;7.86;0
77;5;7.701;-0.0713;68.4;415.58;34.6639;12.777;139920;775.0;9.74;0.1699;0.03854;0.04597;0.1685;121.39;0.251;20697.6;416.7;4603.2;45.79;38.46;334.34;332.55;330.92;332.53;325.15;1.858;5.77;7.63;300;7.79;0
77;6;7.701;0.0713;68.4;415.64;34.6639;12.778;139910;775.0;9.75;0.1699;0.04597;0.05341;0.1924;121.39;0.263;20288.2;416.5;4604.3;45.80;38.47;334.38;332.59;330.96;332.57;325.19;1.896;5.77;7.67;297;7.73;0
77;7;7.701;0.2139;76.9;415.56;34.6639;12.776;139923;775.0;9.74;0.1699;0.05341;0.06176;0.2075;107.97;0.245;20834.7;416.8;4602.8;45.78;38.45;334.33;332.54;330.90;332.52;325.14;1.846;5.77;7.61;295;7.66;0
77;8;7.701;0.3565;91.9;415.41;34.6639;12.773;139950;774.9;9.74;0.1699;0.06176;0.07172;0.2177;90.41;0.216;21853.7;417.1;4599.1;45.75;38.42;334.23;332.45;330.81;332.42;325.05;1.758;5.76;7.52;292;7.59;0
77;9;7.701;0.4991;82.0;415.60;34.6639;12.777;139916;775.0;9.74;0.1699;0.07172;0.08063;0.2513;101.29;0.255;20527.3;416.6;4603.5;45.79;38.46;334.36;332.57;330.93;332.55;325.16;1.874;5.77;7.64;289;7.51;0
77;10;7.701;0.6417;66.6;415.82;34.6639;12.781;139880;775.1;9.75;0.1699;0.08063;0.08786;0.2897;124.80;0.327;18675.4;415.8;4605.1;45.81;38.47;334.55;332.76;331.12;332.74;325.35;2.060;5.77;7.83;287;7.45;0
77;11;7.701;0.7843;38.2;415.80;34.6639;12.781;139883;774.9;9.76;0.1699;0.08786;0.09199;0.3471;217.17;0.586;15618.2;413.9;4583.3;45.59;38.29;334.89;333.12;331.49;333.09;325.74;2.452;5.74;8.20;285;7.45;0
78;0;8.033;-0.7843;38.2;408.89;34.6621;12.650;141079;768.9;9.61;0.1704;0.00000;0.00415;0.0119;199.46;0.308;16867.1;412.7;4228.7;42.06;35.33;333.83;332.19;330.68;332.17;325.39;2.095;5.30;7.39;313;8.85;0
78;1;8.033;-0.6417;66.6;408.45;34.6621;12.642;141156;768.8;9.59;0.1705;0.00415;0.01138;0.0351;114.62;0.186;20830.3;414.6;4226.0;42.04;35.31;333.42;331.78;330.28;331.76;324.99;1.695;5.30;6.99;311;8.80;0
78;2;8.033;-0.4991;82.0;408.17;34.6621;12.637;141204;768.6;9.58;0.1705;0.01138;0.02026;0.0629;93.03;0.160;22472.2;415.2;4218.1;41.96;35.24;333.28;331.64;330.15;331.62;324.86;1.568;5.29;6.85;308;8.73;0
78;3;8.033;-0.3565;91.9;408.01;34.6621;12.634;141233;768.5;9.58;0.1705;0.02026;0.03020;0.0916;83.04;0.154;23386.6;415.4;4212.6;41.90;35.19;333.21;331.57;330.07;331.55;324.80;1.505;5.28;6.78;305;8.66;0
78;4;8.033;-0.2139;76.9;408.30;34.6621;12.639;141182;768.7;9.58;0.1705;0.03020;0.03854;0.1307;99.17;0.195;21740.7;414.9;4222.0;42.00;35.27;333.34;331.71;330.20;331.68;324.91;1.622;5.29;6.91;302;8.56;0
78;5;8.033;-0.0713;68.4;408.52;34.6621;12.643;141143;768.8;9.59;0.1705;0.03854;0.04597;0.1633;111.49;0.231;20362.9;414.4;4227.9;42.06;35.32;333.47;331.83;330.32;331.80;325.03;1.735;5.30;7.03;300;8.48;0
