i;j;z_m;y_m;n_tubi;T_gas_C;p_gas_bar;v_gas_ms;Re_gas;h_conv_Wm2K;h_rad_Wm2K;eps_gas;x_in;x_out;alpha;G_cross_kgm2s;v_cross_ms;h_boil_Wm2K;U_o_Wm2K;q_lin_Wm;q_int_kWm2;q_est_kWm2;T_met_int_C;T_met_mid_C;T_met_est_C;T_met_media_spessore_C;T_parete_bollente_C;dT_superheat_K;dT_deposito_K;dT_met_sat_K;q_CHF_loc_kWm2;DNBR;ferrula
26;11;0.672;0.7843;38.2;878.02;34.7128;21.409;92918;1263.5;22.95;0.1337;0.08782;0.09199;0.4188;1744.96;4.704;37483.2;559.1;37124.2;369.28;310.16;406.32;391.59;378.09;391.39;331.57;8.275;46.52;54.80;285;0.92;0
27;0;0.715;-0.7843;38.2;871.66;34.7124;21.291;93305;1249.7;22.77;0.1342;0.00000;0.00415;0.0165;1715.02;2.650;30181.2;554.0;36360.6;361.69;303.78;406.59;392.15;378.92;391.95;333.36;10.065;45.57;55.63;313;1.03;0
27;1;0.715;-0.6417;66.6;871.91;34.7124;21.295;93290;1249.1;22.81;0.1342;0.00415;0.01137;0.0569;985.53;1.596;27253.4;552.7;36296.1;361.04;303.24;407.52;393.11;379.90;392.91;334.42;11.127;45.49;56.61;311;1.02;0
27;2;0.715;-0.4991;82.0;871.88;34.7124;21.295;93292;1249.3;22.80;0.1342;0.01137;0.02026;0.1075;799.87;1.380;28004.9;553.1;36316.8;361.25;303.41;407.27;392.85;379.64;392.65;334.13;10.834;45.51;56.35;308;1.01;0
27;3;0.715;-0.3565;91.9;871.83;34.7124;21.294;93295;1249.5;22.79;0.1342;0.02026;0.03024;0.1595;714.01;1.320;28914.3;553.5;36339.7;361.48;303.60;406.98;392.55;379.33;392.35;333.79;10.500;45.54;56.04;305;1.00;0
27;4;0.715;-0.2139;76.9;871.90;34.7124;21.295;93290;1249.2;22.81;0.1342;0.03024;0.03858;0.2084;852.68;1.679;27518.0;552.9;36303.9;361.12;303.30;407.44;393.02;379.81;392.82;334.31;11.022;45.50;56.52;302;1.00;0
27;5;0.715;-0.0713;68.4;871.90;34.7124;21.295;93291;1249.1;22.81;0.1342;0.03858;0.04600;0.2464;958.63;1.986;27241.0;552.7;36295.1;361.03;303.23;407.53;393.12;379.91;392.92;334.42;11.131;45.48;56.62;300;0.99;0
27;6;0.715;0.0713;68.4;871.89;34.7124;21.295;93291;1249.1;22.81;0.1342;0.04600;0.05341;0.2775;958.63;2.079;27318.9;552.8;36296.6;361.05;303.24;407.50;393.09;379.88;392.89;334.39;11.100;45.49;56.59;297;0.98;0
27;7;0.715;0.2139;76.9;871.90;34.7124;21.295;93290;1249.1;22.81;0.1342;0.05341;0.06175;0.3054;852.68;1.938;27237.9;552.7;36295.0;361.03;303.23;407.53;393.12;379.91;392.92;334.42;11.133;45.48;56.62;295;0.97;0
27;8;0.715;0.3565;91.9;871.91;34.7124;21.295;93290;1249.1;22.81;0.1342;0.06175;0.07171;0.3331;714.01;1.708;27335.8;552.8;36298.7;361.07;303.26;407.50;393.08;379.87;392.88;334.38;11.094;45.49;56.58;292;0.96;0
27;9;0.715;0.4991;82.0;871.89;34.7124;21.295;93291;1249.1;22.81;0.1342;0.07171;0.08060;0.3658;799.87;2.012;27300.0;552.8;36296.1;361.04;303.24;407.51;393.09;379.88;392.89;334.40;11.108;45.49;56.59;289;0.95;0
27;10;0.715;0.6417;66.6;871.78;34.7124;21.293;93298;1249.4;22.79;0.1342;0.08060;0.08782;0.3939;985.53;2.583;28507.4;553.3;36323.8;361.32;303.47;407.10;392.68;379.46;392.48;333.94;10.645;45.52;56.17;287;0.94;0
27;11;0.715;0.7843;38.2;871.32;34.7124;21.284;93326;1250.9;22.72;0.1343;0.08782;0.09199;0.4186;1715.02;4.623;37054.9;556.1;36479.8;362.87;304.77;404.97;390.49;377.23;390.29;331.52;8.225;45.72;53.94;285;0.94;0
28;0;0.759;-0.7843;38.2;864.82;34.7120;21.164;93726;1237.5;22.54;0.1348;0.00000;0.00415;0.0165;1684.93;2.604;29898.0;551.1;35719.0;355.30;298.42;405.20;391.02;378.03;390.83;333.27;9.981;44.76;54.74;313;1.05;0
28;1;0.759;-0.6417;66.6;865.07;34.7120;21.169;93710;1237.0;22.57;0.1348;0.00415;0.01137;0.0568;968.24;1.568;27122.2;549.9;35660.0;354.72;297.92;406.09;391.94;378.96;391.74;334.28;10.985;44.69;55.67;311;1.04;0
28;2;0.759;-0.4991;82.0;865.04;34.7120;21.168;93712;1237.2;22.56;0.1348;0.01137;0.02026;0.1073;785.84;1.356;27922.0;550.3;35681.6;354.93;298.10;405.83;391.66;378.68;391.47;333.97;10.676;44.72;55.39;308;1.03;0
28;3;0.759;-0.3565;91.9;864.99;34.7120;21.167;93716;1237.4;22.55;0.1348;0.02026;0.03024;0.1592;701.48;1.297;28856.2;550.7;35704.3;355.16;298.29;405.53;391.36;378.37;391.16;333.63;10.337;44.74;55.08;305;1.02;0
28;4;0.759;-0.2139;76.9;865.07;34.7120;21.168;93711;1237.0;22.57;0.1348;0.03024;0.03858;0.2081;837.72;1.649;27413.1;550.0;35668.4;354.80;297.99;405.99;391.84;378.86;391.64;334.16;10.871;44.70;55.57;302;1.01;0
28;5;0.759;-0.0713;68.4;865.07;34.7120;21.168;93711;1237.0;22.57;0.1348;0.03858;0.04600;0.2461;941.81;1.951;27091.8;549.9;35658.5;354.70;297.91;406.10;391.95;378.97;391.75;334.29;10.996;44.69;55.68;300;1.01;0
28;6;0.759;0.0713;68.4;865.05;34.7120;21.168;93712;1237.0;22.57;0.1348;0.04600;0.05341;0.2771;941.81;2.043;27155.1;549.9;35659.5;354.71;297.92;406.08;391.92;378.95;391.73;334.26;10.971;44.69;55.66;297;1.00;0
28;7;0.759;0.2139;76.9;865.07;34.7120;21.168;93711;1237.0;22.57;0.1348;0.05341;0.06175;0.3050;837.72;1.904;27089.9;549.9;35658.5;354.70;297.91;406.10;391.95;378.97;391.75;334.29;10.997;44.69;55.68;295;0.99;0
28;8;0.759;0.3565;91.9;865.07;34.7120;21.169;93710;1237.0;22.57;0.1348;0.06175;0.07171;0.3327;701.48;1.678;27216.7;549.9;35662.9;354.75;297.95;406.06;391.90;378.93;391.71;334.24;10.947;44.69;55.64;292;0.98;0
28;9;0.759;0.4991;82.0;865.06;34.7120;21.168;93712;1237.0;22.57;0.1348;0.07171;0.08061;0.3654;785.84;1.977;27138.8;549.9;35659.1;354.71;297.92;406.08;391.93;378.96;391.73;334.27;10.978;44.69;55.67;289;0.97;0
28;10;0.759;0.6417;66.6;864.94;34.7120;21.166;93719;1237.2;22.56;0.1348;0.08061;0.08783;0.3936;968.24;2.538;28276.8;550.4;35684.4;354.96;298.13;405.69;391.53;378.55;391.34;333.83;10.543;44.72;55.26;287;0.96;0
28;11;0.759;0.7843;38.2;864.45;34.7120;21.157;93749;1238.6;22.48;0.1348;0.08783;0.09199;0.4184;1684.93;4.542;36623.5;553.2;35832.6;356.43;299.37;403.60;389.39;376.37;389.20;331.46;8.174;44.91;53.08;285;0.95;0
29;0;0.804;-0.7843;38.2;857.81;34.7115;21.034;94163;1225.7;22.30;0.1354;0.00000;0.00415;0.0165;1654.69;2.557;29613.3;548.2;35073.6;348.88;293.03;403.80;389.89;377.14;389.70;333.19;9.895;43.95;53.85;313;1.07;0
29;1;0.804;-0.6417;66.6;858.07;34.7115;21.039;94146;1225.1;22.33;0.1353;0.00415;0.01137;0.0567;950.86;1.540;26991.2;547.1;35020.5;348.36;292.58;404.65;390.75;378.02;390.56;334.13;10.840;43.89;54.73;311;1.06;0
29;2;0.804;-0.4991;82.0;858.04;34.7115;21.038;94149;1225.4;22.32;0.1353;0.01137;0.02027;0.1072;771.74;1.331;27839.9;547.5;35043.2;348.58;292.77;404.36;390.46;377.72;390.27;333.81;10.516;43.92;54.43;308;1.05;0
29;3;0.804;-0.3565;91.9;857.98;34.7115;21.037;94152;1225.6;22.31;0.1353;0.02027;0.03024;0.1589;688.89;1.274;28799.0;547.9;35065.8;348.81;292.96;404.06;390.15;377.41;389.96;333.46;10.173;43.94;54.12;305;1.04;0
29;4;0.804;-0.2139;76.9;858.07;34.7115;21.039;94147;1225.2;22.33;0.1353;0.03024;0.03858;0.2078;822.68;1.620;27308.7;547.3;35029.8;348.45;292.66;404.54;390.64;377.91;390.45;334.01;10.717;43.90;54.62;302;1.03;0
29;5;0.804;-0.0713;68.4;858.07;34.7115;21.039;94147;1225.1;22.33;0.1353;0.03858;0.04600;0.2458;924.91;1.916;26942.5;547.1;35018.4;348.33;292.56;404.66;390.77;378.03;390.58;334.15;10.859;43.88;54.74;300;1.02;0
29;6;0.804;0.0713;68.4;858.05;34.7115;21.038;94148;1225.1;22.33;0.1353;0.04600;0.05342;0.2768;924.91;2.006;26991.2;547.1;35018.9;348.34;292.57;404.64;390.75;378.02;390.56;334.13;10.839;43.89;54.72;297;1.02;0
29;7;0.804;0.2139;76.9;858.07;34.7115;21.039;94147;1225.1;22.33;0.1353;0.05342;0.06176;0.3047;822.68;1.869;26941.9;547.1;35018.4;348.33;292.56;404.66;390.77;378.03;390.58;334.15;10.859;43.88;54.74;295;1.01;0
29;8;0.804;0.3565;91.9;858.07;34.7115;21.039;94146;1225.2;22.33;0.1353;0.06176;0.07172;0.3322;688.89;1.648;27097.8;547.2;35023.6;348.39;292.61;404.61;390.72;377.98;390.52;334.09;10.798;43.89;54.69;292;1.00;0
29;9;0.804;0.4991;82.0;858.06;34.7115;21.038;94147;1225.1;22.33;0.1353;0.07172;0.08061;0.3649;771.74;1.942;26977.4;547.1;35018.7;348.34;292.57;404.65;390.75;378.02;390.56;334.14;10.845;43.88;54.73;289;0.99;0
29;10;0.804;0.6417;66.6;857.94;34.7115;21.036;94155;1225.3;22.32;0.1353;0.08061;0.08783;0.3932;950.86;2.492;28045.2;547.6;35041.2;348.56;292.75;404.28;390.38;377.64;390.19;333.73;10.439;43.91;54.35;287;0.98;0
29;11;0.804;0.7843;38.2;857.42;34.7115;21.027;94188;1226.7;22.24;0.1354;0.08783;0.09199;0.4181;1654.69;4.461;36189.0;550.3;35182.0;349.96;293.93;402.23;388.28;375.50;388.09;331.41;8.122;44.09;52.21;285;0.97;0
30;0;0.852;-0.7843;38.2;850.63;34.7111;20.901;94616;1214.0;22.06;0.1359;0.00000;0.00415;0.0165;1624.26;2.510;29326.7;545.4;34424.3;342.43;287.60;402.39;388.75;376.24;388.56;333.10;9.807;43.14;52.95;313;1.09;0
30;1;0.852;-0.6417;66.6;850.91;34.7111;20.906;94598;1213.6;22.09;0.1359;0.00415;0.01137;0.0567;933.37;1.512;26860.3;544.4;34377.4;341.96;287.21;403.19;389.56;377.06;389.37;333.98;10.693;43.08;53.77;311;1.08;0
30;2;0.852;-0.4991;82.0;850.87;34.7111;20.905;94601;1213.8;22.08;0.1359;0.01137;0.02027;0.1070;757.54;1.307;27758.1;544.8;34400.3;342.19;287.40;402.90;389.26;376.75;389.07;333.64;10.354;43.11;53.46;308;1.07;0
30;3;0.852;-0.3565;91.9;850.80;34.7111;20.904;94605;1214.0;22.07;0.1359;0.02027;0.03024;0.1586;676.22;1.250;28742.5;545.2;34422.8;342.41;287.59;402.59;388.94;376.43;388.75;333.30;10.006;43.14;53.14;305;1.06;0
30;4;0.852;-0.2139;76.9;850.90;34.7111;20.906;94599;1213.7;22.08;0.1359;0.03024;0.03858;0.2075;807.55;1.590;27204.6;544.5;34386.8;342.05;287.29;403.08;389.44;376.94;389.25;333.85;10.560;43.09;53.65;302;1.05;0
30;5;0.852;-0.0713;68.4;850.90;34.7111;20.906;94599;1213.6;22.09;0.1359;0.03858;0.04600;0.2455;907.90;1.881;26793.2;544.3;34374.8;341.93;287.19;403.21;389.58;377.09;389.39;334.01;10.719;43.08;53.80;300;1.04;0
30;6;0.852;0.0713;68.4;850.89;34.7111;20.906;94599;1213.6;22.09;0.1359;0.04600;0.05342;0.2765;907.90;1.969;26827.0;544.3;34374.8;341.93;287.19;403.20;389.57;377.07;389.38;334.00;10.705;43.08;53.78;297;1.04;0
30;7;0.852;0.2139;76.9;850.90;34.7111;20.906;94599;1213.6;22.09;0.1359;0.05342;0.06176;0.3043;807.55;1.835;26793.8;544.3;34374.9;341.93;287.19;403.21;389.58;377.09;389.39;334.01;10.718;43.08;53.80;295;1.03;0
30;8;0.852;0.3565;91.9;850.91;34.7111;20.906;94598;1213.6;22.09;0.1359;0.06176;0.07172;0.3317;676.22;1.618;26979.3;544.4;34380.8;341.99;287.24;403.15;389.52;377.02;389.33;333.94;10.647;43.09;53.73;292;1.02;0
30;9;0.852;0.4991;82.0;850.89;34.7111;20.906;94599;1213.6;22.09;0.1359;0.07172;0.08061;0.3644;757.54;1.906;26815.8;544.3;34374.7;341.93;287.19;403.20;389.57;377.08;389.38;334.00;10.710;43.08;53.79;289;1.01;0
30;10;0.852;0.6417;66.6;850.77;34.7111;20.903;94607;1213.7;22.07;0.1359;0.08061;0.08783;0.3928;933.37;2.447;27812.5;544.8;34394.1;342.12;287.35;402.86;389.22;376.72;389.04;333.62;10.332;43.10;53.43;287;1.00;0
30;11;0.852;0.7843;38.2;850.21;34.7111;20.893;94642;1215.0;22.00;0.1360;0.08783;0.09199;0.4179;1624.26;4.379;35750.9;547.5;34528.0;343.46;288.47;400.84;387.17;374.63;386.98;331.36;8.069;43.27;51.34;285;0.99;0
31;0;0.902;-0.7843;38.2;843.28;34.7106;20.764;95085;1202.7;21.81;0.1365;0.00000;0.00415;0.0164;1593.61;2.462;29038.1;542.6;33771.1;335.93;282.14;400.97;387.59;375.33;387.41;333.01;9.716;42.32;52.04;313;1.11;0
31;1;0.902;-0.6417;66.6;843.57;34.7106;20.770;95067;1202.3;21.84;0.1365;0.00415;0.01137;0.0566;915.76;1.483;26729.4;541.6;33729.5;335.51;281.80;401.73;388.36;376.10;388.17;333.83;10.543;42.27;52.81;311;1.10;0
31;2;0.902;-0.4991;82.0;843.53;34.7106;20.769;95070;1202.5;21.83;0.1365;0.01137;0.02027;0.1068;743.25;1.282;27677.2;542.1;33753.5;335.75;282.00;401.42;388.04;375.78;387.85;333.48;10.189;42.30;52.49;308;1.09;0
31;3;0.902;-0.3565;91.9;843.46;34.7106;20.768;95074;1202.7;21.82;0.1365;0.02027;0.03024;0.1583;663.46;1.227;28686.8;542.5;33775.3;335.97;282.18;401.11;387.72;375.45;387.54;333.13;9.837;42.33;52.16;305;1.08;0
31;4;0.902;-0.2139;76.9;843.56;34.7106;20.770;95068;1202.4;21.83;0.1365;0.03024;0.03858;0.2072;792.32;1.560;27100.8;541.8;33739.4;335.61;281.88;401.60;388.23;375.97;388.05;333.69;10.401;42.28;52.68;302;1.07;0
31;5;0.902;-0.0713;68.4;843.57;34.7106;20.770;95067;1202.2;21.84;0.1365;0.03858;0.04600;0.2452;890.77;1.846;26643.6;541.6;33726.4;335.48;281.77;401.75;388.38;376.13;388.20;333.87;10.576;42.27;52.84;300;1.06;0
31;6;0.902;0.0713;68.4;843.55;34.7106;20.769;95068;1202.2;21.84;0.1365;0.04600;0.05342;0.2761;890.77;1.932;26662.4;541.6;33726.0;335.48;281.77;401.74;388.38;376.12;388.19;333.86;10.568;42.27;52.83;297;1.06;0
31;7;0.902;0.2139;76.9;843.57;34.7106;20.770;95067;1202.2;21.84;0.1365;0.05342;0.06176;0.3038;792.32;1.800;26645.5;541.6;33726.5;335.48;281.77;401.75;388.38;376.13;388.20;333.87;10.575;42.27;52.84;295;1.05;0
31;8;0.902;0.3565;91.9;843.57;34.7106;20.770;95067;1202.3;21.84;0.1365;0.06176;0.07172;0.3312;663.46;1.587;26860.8;541.7;33733.2;335.55;281.83;401.68;388.31;376.06;388.13;333.78;10.492;42.27;52.77;292;1.03;0
31;9;0.902;0.4991;82.0;843.56;34.7106;20.770;95068;1202.2;21.84;0.1365;0.07172;0.08061;0.3640;743.25;1.870;26653.8;541.6;33725.9;335.48;281.77;401.75;388.38;376.13;388.19;333.86;10.571;42.26;52.84;289;1.02;0
31;10;0.902;0.6417;66.6;843.43;34.7106;20.767;95076;1202.4;21.82;0.1365;0.08061;0.08783;0.3924;915.76;2.401;27578.6;542.0;33743.1;335.65;281.91;401.43;388.06;375.80;387.87;333.51;10.222;42.29;52.51;287;1.02;0
31;11;0.902;0.7843;38.2;842.85;34.7106;20.756;95113;1203.6;21.75;0.1365;0.08783;0.09199;0.4176;1593.61;4.296;35308.8;544.6;33869.2;336.90;282.96;399.45;386.04;373.75;385.86;331.30;8.014;42.44;50.46;285;1.01;0
32;0;0.953;-0.7843;38.2;835.77;34.7102;20.625;95572;1191.5;21.55;0.1371;0.00000;0.00415;0.0164;1562.76;2.415;28747.5;539.8;33113.0;329.38;276.65;399.55;386.43;374.41;386.25;332.91;9.623;41.50;51.12;313;1.13;0
32;1;0.953;-0.6417;66.6;836.07;34.7102;20.631;95553;1191.2;21.58;0.1371;0.00415;0.01137;0.0565;898.03;1.454;26598.7;538.9;33077.3;329.03;276.35;400.25;387.14;375.13;386.96;333.68;10.390;41.45;51.84;311;1.12;0
32;2;0.953;-0.4991;82.0;836.02;34.7102;20.630;95556;1191.4;21.57;0.1371;0.01137;0.02027;0.1065;728.86;1.257;27596.6;539.4;33101.5;329.27;276.55;399.93;386.81;374.79;386.63;333.31;10.021;41.48;51.50;308;1.11;0
32;3;0.953;-0.3565;91.9;835.94;34.7102;20.628;95561;1191.6;21.56;0.1371;0.02027;0.03024;0.1580;650.62;1.203;28631.9;539.8;33123.4;329.48;276.73;399.61;386.49;374.47;386.31;332.96;9.665;41.51;51.18;305;1.10;0
32;4;0.953;-0.2139;76.9;836.05;34.7102;20.630;95553;1191.3;21.58;0.1371;0.03024;0.03858;0.2069;776.98;1.530;26997.5;539.1;33087.6;329.13;276.43;400.12;387.01;375.00;386.83;333.53;10.239;41.47;51.70;302;1.09;0
32;5;0.953;-0.0713;68.4;836.06;34.7102;20.631;95553;1191.1;21.58;0.1371;0.03858;0.04600;0.2448;873.52;1.810;26493.9;538.9;33073.8;328.99;276.32;400.28;387.18;375.17;386.99;333.72;10.429;41.45;51.88;300;1.08;0
32;6;0.953;0.0713;68.4;836.05;34.7102;20.630;95554;1191.1;21.58;0.1371;0.04600;0.05342;0.2758;873.52;1.895;26497.5;538.9;33072.9;328.98;276.31;400.28;387.17;375.17;386.99;333.72;10.428;41.45;51.87;297;1.08;0
32;7;0.953;0.2139;76.9;836.06;34.7102;20.631;95553;1191.1;21.58;0.1371;0.05342;0.06176;0.3034;776.98;1.766;26497.1;538.9;33073.9;328.99;276.32;400.28;387.18;375.17;386.99;333.72;10.428;41.45;51.88;295;1.07;0
32;8;0.953;0.3565;91.9;836.06;34.7102;20.631;95553;1191.2;21.58;0.1371;0.06176;0.07172;0.3307;650.62;1.557;26742.7;539.0;33081.2;329.07;276.38;400.20;387.09;375.08;386.91;333.63;10.335;41.46;51.79;292;1.06;0
32;9;0.953;0.4991;82.0;836.05;34.7102;20.630;95554;1191.1;21.58;0.1371;0.07172;0.08061;0.3635;728.86;1.834;26491.6;538.9;33072.9;328.98;276.31;400.28;387.18;375.17;386.99;333.72;10.430;41.45;51.88;289;1.05;0
32;10;0.953;0.6417;66.6;835.92;34.7102;20.628;95562;1191.2;21.57;0.1371;0.08061;0.08783;0.3920;898.03;2.354;27343.2;539.2;33087.1;329.12;276.43;399.99;386.88;374.86;386.70;333.40;10.110;41.46;51.57;287;1.04;0
32;11;0.953;0.7843;38.2;835.31;34.7102;20.617;95602;1192.4;21.50;0.1372;0.08783;0.09199;0.4174;1562.76;4.213;34862.7;541.8;33205.8;330.30;277.42;398.05;384.91;372.86;384.73;331.25;7.958;41.61;49.57;285;1.03;0
33;0;1.007;-0.7843;38.2;828.09;34.7097;20.483;96076;1180.5;21.30;0.1377;0.00000;0.00415;0.0164;1531.66;2.367;28454.6;537.1;32450.0;322.79;271.11;398.11;385.26;373.48;385.08;332.82;9.528;40.67;50.19;313;1.15;0
33;1;1.007;-0.6417;66.6;828.39;34.7097;20.488;96056;1180.2;21.32;0.1377;0.00415;0.01137;0.0564;880.16;1.426;26467.9;536.2;32419.8;322.49;270.85;398.76;385.92;374.15;385.74;333.52;10.233;40.63;50.86;311;1.15;0
33;2;1.007;-0.4991;82.0;828.34;34.7097;20.487;96060;1180.5;21.31;0.1377;0.01137;0.02027;0.1063;714.36;1.232;27516.9;536.7;32444.8;322.73;271.06;398.42;385.57;373.80;385.40;333.14;9.851;40.66;50.51;308;1.14;0
33;3;1.007;-0.3565;91.9;828.26;34.7097;20.486;96065;1180.7;21.30;0.1377;0.02027;0.03024;0.1577;637.67;1.179;28577.8;537.1;32466.2;322.95;271.24;398.10;385.25;373.47;385.07;332.78;9.491;40.69;50.18;305;1.12;0
33;4;1.007;-0.2139;76.9;828.38;34.7097;20.488;96057;1180.3;21.32;0.1377;0.03024;0.03858;0.2065;761.52;1.499;26894.5;536.4;32430.6;322.59;270.94;398.62;385.78;374.01;385.60;333.37;10.074;40.64;50.72;302;1.11;0
33;5;1.007;-0.0713;68.4;828.39;34.7097;20.488;96056;1180.2;21.33;0.1377;0.03858;0.04600;0.2445;856.14;1.774;26343.9;536.2;32415.9;322.45;270.82;398.80;385.96;374.19;385.78;333.57;10.280;40.62;50.90;300;1.11;0
33;6;1.007;0.0713;68.4;828.38;34.7097;20.488;96057;1180.2;21.33;0.1377;0.04600;0.05342;0.2754;856.14;1.857;26332.0;536.2;32414.6;322.43;270.81;398.80;385.96;374.20;385.78;333.58;10.284;40.62;50.91;297;1.10;0
33;7;1.007;0.2139;76.9;828.39;34.7097;20.488;96056;1180.2;21.33;0.1377;0.05342;0.06176;0.3029;761.52;1.731;26348.4;536.2;32416.1;322.45;270.82;398.79;385.96;374.19;385.78;333.57;10.279;40.62;50.90;295;1.09;0
33;8;1.007;0.3565;91.9;828.39;34.7097;20.488;96056;1180.3;21.32;0.1377;0.06176;0.07172;0.3301;637.67;1.526;26624.6;536.3;32424.0;322.53;270.89;398.71;385.87;374.10;385.69;333.47;10.174;40.63;50.81;292;1.08;0
33;9;1.007;0.4991;82.0;828.38;34.7097;20.488;96057;1180.2;21.33;0.1377;0.07172;0.08061;0.3629;714.36;1.797;26328.8;536.2;32414.7;322.43;270.81;398.80;385.96;374.20;385.78;333.58;10.286;40.62;50.91;289;1.07;0
33;10;1.007;0.6417;66.6;828.24;34.7097;20.486;96066;1180.3;21.31;0.1377;0.08061;0.08783;0.3915;880.16;2.307;27106.5;536.5;32426.6;322.55;270.91;398.53;385.69;373.92;385.51;333.29;9.994;40.64;50.63;287;1.06;0
33;11;1.007;0.7843;38.2;827.60;34.7097;20.474;96108;1181.4;21.24;0.1378;0.08783;0.09199;0.4171;1531.66;4.129;34412.1;539.0;32537.7;323.66;271.84;396.64;383.77;371.97;383.59;331.19;7.900;40.78;48.68;285;1.05;0
34;0;1.063;-0.7843;38.2;820.23;34.7092;20.337;96599;1169.7;21.04;0.1384;0.00000;0.00415;0.0164;1500.33;2.318;28159.6;534.3;31782.4;316.15;265.53;396.65;384.08;372.55;383.90;332.72;9.429;39.83;49.26;313;1.18;0
34;1;1.063;-0.6417;66.6;820.55;34.7092;20.343;96578;1169.4;21.06;0.1383;0.00415;0.01137;0.0562;862.16;1.396;26337.3;533.6;31757.6;315.90;265.32;397.25;384.68;373.16;384.51;333.36;10.074;39.80;49.87;311;1.17;0
34;2;1.063;-0.4991;82.0;820.49;34.7092;20.342;96582;1169.7;21.05;0.1383;0.01137;0.02027;0.1061;699.75;1.207;27437.7;534.1;31782.7;316.15;265.53;396.91;384.33;372.80;384.15;332.97;9.678;39.83;49.51;308;1.16;0
34;3;1.063;-0.3565;91.9;820.40;34.7092;20.340;96588;1169.9;21.04;0.1383;0.02027;0.03024;0.1573;624.63;1.155;28524.7;534.5;31804.1;316.36;265.71;396.58;384.00;372.46;383.82;332.61;9.315;39.86;49.17;305;1.15;0
34;4;1.063;-0.2139;76.9;820.53;34.7092;20.343;96579;1169.6;21.06;0.1383;0.03024;0.03859;0.2062;745.94;1.469;26792.0;533.8;31768.8;316.01;265.42;397.11;384.53;373.01;384.36;333.20;9.907;39.81;49.72;302;1.14;0
34;5;1.063;-0.0713;68.4;820.55;34.7092;20.343;96578;1169.4;21.06;0.1383;0.03859;0.04600;0.2441;838.63;1.738;26193.8;533.5;31752.9;315.85;265.28;397.30;384.73;373.21;384.56;333.42;10.128;39.79;49.92;300;1.13;0
34;6;1.063;0.0713;68.4;820.53;34.7092;20.343;96579;1169.4;21.06;0.1383;0.04600;0.05342;0.2750;838.63;1.819;26166.3;533.5;31751.2;315.84;265.27;397.31;384.74;373.22;384.56;333.43;10.138;39.79;49.93;297;1.12;0
34;7;1.063;0.2139;76.9;820.55;34.7092;20.343;96578;1169.4;21.06;0.1383;0.05342;0.06176;0.3025;745.94;1.695;26199.6;533.5;31753.1;315.85;265.28;397.30;384.73;373.21;384.55;333.42;10.126;39.79;49.92;295;1.11;0
34;8;1.063;0.3565;91.9;820.54;34.7092;20.343;96578;1169.5;21.06;0.1383;0.06176;0.07172;0.3295;624.63;1.494;26506.9;533.6;31762.0;315.94;265.36;397.20;384.63;373.11;384.45;333.30;10.011;39.80;49.81;292;1.10;0
34;9;1.063;0.4991;82.0;820.54;34.7092;20.343;96579;1169.4;21.06;0.1383;0.07172;0.08061;0.3624;699.75;1.760;26165.8;533.5;31751.4;315.84;265.27;397.31;384.74;373.22;384.56;333.43;10.138;39.79;49.93;289;1.09;0
34;10;1.063;0.6417;66.6;820.40;34.7092;20.340;96588;1169.5;21.05;0.1383;0.08061;0.08783;0.3910;862.16;2.260;26868.4;533.8;31760.8;315.93;265.35;397.06;384.49;372.97;384.32;333.17;9.876;39.80;49.68;287;1.08;0
34;11;1.063;0.7843;38.2;819.73;34.7092;20.328;96633;1170.5;20.98;0.1384;0.08783;0.09199;0.4168;1500.33;4.045;33957.2;536.3;31864.9;316.97;266.22;395.21;382.61;371.06;382.44;331.13;7.840;39.93;47.77;285;1.07;0
35;0;1.122;-0.7843;38.2;812.22;34.7086;20.188;97141;1159.0;20.77;0.1390;0.00000;0.00415;0.0163;1468.76;2.269;27862.4;531.6;31109.3;309.45;259.91;395.19;382.88;371.60;382.71;332.62;9.328;38.99;48.31;313;1.20;0
35;1;1.122;-0.6417;66.6;812.54;34.7086;20.194;97119;1158.8;20.80;0.1390;0.00415;0.01137;0.0561;844.01;1.367;26206.8;530.9;31089.9;309.26;259.74;395.74;383.44;372.16;383.27;333.20;9.911;38.96;48.87;311;1.20;0
35;2;1.122;-0.4991;82.0;812.47;34.7086;20.193;97124;1159.0;20.78;0.1390;0.01137;0.02027;0.1059;685.02;1.182;27359.3;531.4;31115.7;309.51;259.96;395.37;383.07;371.79;382.90;332.79;9.502;38.99;48.50;308;1.18;0
35;3;1.122;-0.3565;91.9;812.38;34.7086;20.191;97130;1159.3;20.77;0.1390;0.02027;0.03024;0.1570;611.48;1.131;28472.5;531.9;31136.7;309.72;260.13;395.05;382.73;371.45;382.56;332.43;9.136;39.02;48.16;305;1.17;0
35;4;1.122;-0.2139;76.9;812.51;34.7086;20.194;97120;1158.9;20.79;0.1390;0.03024;0.03859;0.2058;730.24;1.438;26689.9;531.1;31101.4;309.37;259.84;395.58;383.28;372.00;383.11;333.03;9.736;38.98;48.71;302;1.16;0
35;5;1.122;-0.0713;68.4;812.53;34.7086;20.194;97119;1158.8;20.80;0.1390;0.03859;0.04600;0.2437;820.98;1.701;26043.7;530.8;31085.2;309.21;259.70;395.79;383.49;372.22;383.32;333.26;9.972;38.96;48.93;300;1.15;0
